rank,feature_index,id,length,gc_content,complexity,importance_score
69,89058,2692458,61,63.934426229508205,1.907720484420159,4.140161514282227
70,32623,2491491,65,63.07692307692307,1.9457896206239447,4.128167152404785
71,83626,2673571,85,57.647058823529406,1.9533984015945791,4.120138168334961
72,36992,2516516,72,54.166666666666664,1.94488099582645,4.100449562072754
73,48150,2551989,82,53.65853658536586,1.9590180656515312,4.026411533355713
74,71097,2631803,69,60.86956521739131,1.9424563843887657,4.014118671417236
75,89820,2694612,61,42.62295081967213,1.9345197509827265,4.01230001449585
76,2050,2375146,76,55.26315789473685,1.9838942314133838,4.011142730712891
77,95084,2712552,73,56.16438356164384,1.98560064653985,3.966773748397827
78,21114,2450776,61,59.01639344262295,1.9668803111438047,3.9645638465881348
79,11007,2417501,67,61.19402985074627,1.9552967437005597,3.960880756378174
80,51067,2563218,61,59.01639344262295,1.9433093965493058,3.9267587661743164
81,56742,2582054,107,63.55140186915887,1.9235541480357468,3.9258811473846436
82,53435,2570096,101,52.475247524752476,1.9522152470923602,3.911439895629883
83,30473,2483992,111,42.34234234234234,1.9791438833695252,3.9045732021331787
84,4825,2385023,61,59.01639344262295,1.925345647173747,3.8880467414855957
85,41390,2530614,67,47.76119402985074,1.9740185238633061,3.887620449066162
86,103118,2739981,71,35.2112676056338,1.894298346678324,3.879209041595459
87,81434,2666828,73,64.38356164383562,1.8975950535748443,3.876322031021118
88,89082,2692683,61,72.1311475409836,1.831701522408916,3.8525495529174805
89,84961,2679229,65,56.92307692307692,1.9858261115053366,3.844663619995117
90,8284,2398506,64,46.875,1.9078900545311064,3.8431613445281982
91,68729,2621907,127,51.181102362204726,1.93907967597662,3.8321845531463623
92,80295,2662036,73,64.38356164383562,1.9341871448842531,3.8314781188964844
93,49573,2557712,96,57.291666666666664,1.9762405840050152,3.821216344833374
94,41822,2531241,122,59.01639344262295,1.9592422264030724,3.799233913421631
95,9544,2402872,64,29.6875,1.7835262140986152,3.7755188941955566
96,83449,2673333,69,46.3768115942029,1.9294605768932094,3.7683472633361816
97,32606,2491326,64,54.6875,1.990360146900588,3.7666280269622803
98,23624,2461222,88,50.0,1.9782214734699743,3.751950263977051
99,16753,2436106,61,47.540983606557376,1.9587451631519053,3.7489733695983887
100,96721,2716995,130,70.0,1.8380980865205159,3.736940383911133
