rank,feature_index,id,length,gc_content,complexity,importance_score,best_hit_species,best_pident,best_evalue,best_bitscore,phylum,family,genus
13,6093,2390667,80,55.00000000000001,1.9909520708329977,10.051384925842285,Selenomonas infelix,100.0,1.79e-30,145.0,Bacillota,Selenomonadaceae,Selenomonas
14,49132,2556722,63,50.79365079365079,1.9775861861497872,10.03665828704834,Mycobacterium tuberculosis,100.0,1.88e-21,114.0,Actinomycetota,Mycobacteriaceae,Mycobacterium
15,84899,2679056,61,59.01639344262295,1.941043078129074,9.6278076171875,Paenibacillus hordei,100.0,2.11e-20,111.0,Bacillota,Paenibacillaceae,Paenibacillus
16,61486,2599697,77,66.23376623376623,1.912092211004246,9.242021560668945,MAG: Nitrospira,93.421,2.81e-21,115.0,Nitrospirota,Nitrospiraceae,Nitrospira
17,2,610007,61,47.540983606557376,1.1034990673875955,9.039448738098145,,,,,,,
18,11014,2417508,88,51.13636363636363,1.9977281244737704,9.030791282653809,Treponema phagedenis,100.0,9.67e-35,159.0,Spirochaetota,Treponemataceae,Treponema
19,13237,2425448,77,58.44155844155844,1.9551881179868946,8.918088912963867,Desulfobulbus oralis,100.0,7.07e-29,140.0,Thermodesulfobacteriota,Desulfobulbaceae,Desulfobulbus
20,33468,2494319,93,69.89247311827957,1.877079539783746,8.860556602478027,Streptomyces sp.,100.0,2.05e-37,168.0,Actinomycetota,Streptomycetaceae,Streptomyces
21,56352,2581557,61,68.85245901639344,1.8881175783370163,8.837857246398926,Actinomyces sp.,98.361,8.97e-19,106.0,Actinomycetota,Actinomycetaceae,Actinomyces
22,15312,2432577,63,60.317460317460316,1.945112670536588,8.667798042297363,Actinomyces oris,100.0,1.88e-21,114.0,Actinomycetota,Actinomycetaceae,Actinomyces
23,95320,2712791,118,54.23728813559322,1.987285656672547,8.510476112365723,Acinetobacter lwoffii,100.0,7.91e-51,214.0,Pseudomonadota,Moraxellaceae,Acinetobacter
24,25392,2466982,104,37.5,1.9541494239872044,8.472664833068848,Homo sapiens,100.0,2.63e-43,188.0,Chordata,Hominidae,Homo
25,31092,2486809,62,53.2258064516129,1.98453005232125,8.45821762084961,Paenalkalicoccus suaedae,100.0,6.3e-21,113.0,Bacillota,Bacillaceae,Paenalkalicoccus
26,86870,2685460,71,63.38028169014085,1.9350348047926138,8.328716278076172,Uncultured bacterium,98.592,4.6e-24,124.0,Unknown,Unknown,Unknown
27,82952,2671710,61,45.90163934426229,1.9902277600210603,8.1077880859375,Microbotryum stellariae,100.0,2.11e-20,111.0,Basidiomycota,Microbotryaceae,Microbotryum
28,86778,2685292,64,54.6875,1.9715153033374995,8.079056739807129,uncultured bacterium,100.0,5.58e-22,116.0,Unknown,Unknown,Unknown
29,22241,2454877,61,65.57377049180327,1.0239228180015463,8.053349494934082,,,,,,,
30,46138,2544980,94,52.12765957446809,1.955657628583834,7.964807987213135,Gemella haemolysans,100.0,5.99e-38,170.0,Bacillota,Gemellaceae,Gemella
31,44866,2541036,63,38.095238095238095,1.8915755797987328,7.94257116317749,Uncultured Bathycoccus,100.0,1.88e-21,114.0,Chlorophyta,Unknown,Unknown
32,34226,2505245,62,56.451612903225815,1.979186534959203,7.93267297744751,Lactococcus lactis,100.0,6.3e-21,113.0,Bacillota,Streptococcaceae,Lactococcus
33,76155,2648605,69,68.11594202898551,1.8664238489730478,7.924418926239014,Arachnia propionica,100.0,1.28e-24,125.0,Actinomycetota,Propionibacteriaceae,Arachnia
34,66093,2614903,68,67.64705882352942,1.8430045978902458,7.885200023651123,Mycobacteriaceae bacterium,100.0,4.32e-24,123.0,Actinomycetota,Mycobacteriaceae,Unknown
35,55081,2576441,61,34.42622950819672,1.6796605229195791,7.594114303588867,,,,,,,
36,46190,2545043,66,53.03030303030303,1.9714157726920518,7.592784404754639,Cetobacterium somerae,100.0,4.92e-23,120.0,Fusobacteriota,Fusobacteriaceae,Cetobacterium
37,96298,2716541,80,51.24999999999999,1.948667609804581,7.581611156463623,Selenomonas infelix,100.0,1.79e-30,145.0,Bacillota,Selenomonadaceae,Selenomonas
38,85509,2680093,89,51.68539325842697,1.9647834548736403,7.560396671295166,Clostridiales bacterium,93.258,3.93e-27,134.0,Bacillota,Vallitaleaceae,Petrocella
39,89528,2694204,64,50.0,1.95142573789646,7.544561862945557,uncultured bacterium,100.0,5.58e-22,116.0,Unknown,Unknown,Unknown
40,92828,2705600,62,64.51612903225806,1.9110649980300567,7.5262603759765625,Actinomyces oris,100.0,6.3e-21,113.0,Actinomycetota,Actinomycetaceae,Actinomyces
41,1753,2374593,71,46.478873239436616,1.9487789642222688,7.5106048583984375,Peptoniphilus genitalis,92.958,1.23e-18,106.0,Bacillota,Peptoniphilaceae,Peptoniphilus
42,43821,2537274,86,63.95348837209303,1.9349014071187978,7.505589962005615,Rathayibacter sp.,100.0,1.13e-33,156.0,Actinomycetota,Microbacteriaceae,Rathayibacter
43,98039,2722449,72,45.83333333333333,1.9871086637005075,7.477844715118408,Fusobacterium animalis,100.0,3.19e-26,131.0,Fusobacteriota,Fusobacteriaceae,Fusobacterium
44,79805,2660680,63,50.79365079365079,1.907382400895482,7.465225696563721,Rhodoferax sp.,100.0,1.88e-21,114.0,Pseudomonadota,Comamonadaceae,Rhodoferax
45,76169,2648626,72,59.72222222222222,1.9420029098956415,7.389965534210205,Olsenella sp.,100.0,3.19e-26,131.0,Actinomycetota,Atopobiaceae,Olsenella
46,35835,2511568,67,58.2089552238806,1.9326565074810471,7.356378078460693,Uncultured bacterium,100.0,1.46e-23,122.0,Unknown,Unknown,Unknown
47,35518,2511133,61,52.459016393442624,1.900422463795553,7.345827579498291,Eubacterium ramulus,96.721,1.09e-17,102.0,Bacillota,Eubacteriaceae,Eubacterium
48,27398,2475089,66,53.03030303030303,1.9941822755773035,7.343034267425537,Desulfobulbus propionicus,98.485,2.09e-21,115.0,Thermodesulfobacteriota,Desulfobulbaceae,Desulfobulbus
49,58666,2588142,147,49.65986394557823,1.9811739684304175,7.279634475708008,Felis catus,100.0,1.95e-66,266.0,Chordata,Felidae,Felis
50,9158,2400238,61,55.73770491803278,1.9569975011825842,7.272527694702148,Castellaniella ginsengisoli,100.0,2.11e-20,111.0,Pseudomonadota,Alcaligenaceae,Castellaniella
51,9918,2403964,75,69.33333333333334,1.872076453565239,7.231659412384033,Desulfobulbus oralis,100.0,8.17e-28,136.0,Thermodesulfobacteriota,Desulfobulbaceae,Desulfobulbus
52,15887,2433232,73,64.38356164383562,1.9043900688745723,7.183290004730225,Fusobacterium animalis,100.0,9.41e-27,132.0,Fusobacteriota,Fusobacteriaceae,Fusobacterium
53,60405,2594922,86,52.32558139534884,1.9414247493009844,7.152311325073242,Uncultured Eubacteriaceae,100.0,1.13e-33,156.0,Bacillota,Eubacteriaceae,Unknown
54,32293,2490168,110,60.909090909090914,1.965133313254523,7.14611291885376,Desulfobulbus oralis,98.182,8.23e-44,190.0,Thermodesulfobacteriota,Desulfobulbaceae,Desulfobulbus
55,89129,2693058,61,42.62295081967213,1.4794731020725562,7.119561672210693,,,,,,,
56,12288,2423118,61,36.0655737704918,1.883240577891304,7.077976703643799,Homo sapiens,100.0,2.11e-20,111.0,Chordata,Hominidae,Homo
57,58162,2587591,61,49.18032786885246,1.5076213244090613,7.077669620513916,,,,,,,
58,17428,2439597,61,62.295081967213115,1.9463023955248935,7.038687229156494,Achromobacter xylosoxidans,100.0,2.11e-20,111.0,Pseudomonadota,Alcaligenaceae,Achromobacter
59,12247,2420562,308,36.038961038961034,1.833453649076032,7.028584957122803,Homo sapiens,100.0,1.92e-153,556.0,Chordata,Hominidae,Homo
60,100084,2729624,61,37.704918032786885,1.9057026102692773,6.961965560913086,Homo sapiens,100.0,2.11e-20,111.0,Chordata,Hominidae,Homo
61,92564,2704911,70,52.85714285714286,1.9810992525987134,6.9328837394714355,uncultured bacterium,100.0,3.77e-25,127.0,Unknown,Unknown,Unknown
62,15117,2432135,61,52.459016393442624,1.976595943032469,6.922567367553711,Curtobacterium sp.,100.0,2.11e-20,111.0,Actinomycetota,Microbacteriaceae,Curtobacterium
63,39027,2521890,67,62.68656716417911,1.9485098756931831,6.89019250869751,MAG: uncultured,100.0,1.46e-23,122.0,Gemmatimonadota,Unknown,Unknown
64,50944,2562895,62,61.29032258064516,1.9353651203688242,6.884845733642578,Alicycliphilus denitrificans,100.0,6.3e-21,113.0,Pseudomonadota,Comamonadaceae,Alicycliphilus
65,45990,2544635,76,52.63157894736842,1.9259865576705786,6.878252029418945,,,,,,,
66,87324,2686038,86,37.2093023255814,1.9455732135644725,6.869740009307861,Ottowia sp.,100.0,1.13e-33,156.0,Pseudomonadota,Comamonadaceae,Ottowia
67,105638,2748890,88,37.5,1.9448725890987713,6.854656219482422,Homo sapiens,100.0,9.67e-35,159.0,Chordata,Hominidae,Homo
68,26031,2469361,61,52.459016393442624,1.9706745794934548,6.826612949371338,Desulfosediminicola flagellatus,100.0,2.11e-20,111.0,Thermodesulfobacteriota,Desulfocapsaceae,Desulfosediminicola
69,2732,2378701,61,59.01639344262295,1.9388626156126858,6.804523944854736,Cutibacterium acnes,100.0,2.11e-20,111.0,Actinomycetota,Propionibacteriaceae,Cutibacterium
70,15532,2432863,84,51.19047619047619,1.9830849376713153,6.794286251068115,Fusobacterium nucleatum,100.0,1.32e-32,152.0,Fusobacteriota,Fusobacteriaceae,Fusobacterium
71,37779,2517730,88,55.68181818181818,1.9618416152153642,6.785614490509033,Cardiobacterium hominis,100.0,9.67e-35,159.0,Pseudomonadota,Cardiobacteriaceae,Cardiobacterium
72,18456,2443396,62,46.774193548387096,1.9498905079535687,6.774102687835693,MAG: Megasphaera,100.0,9.35e-19,105.0,Bacillota,Veillonellaceae,Megasphaera
73,55208,2576579,70,45.714285714285715,1.9460831814792088,6.770015716552734,Streptococcus sp.,100.0,3.77e-25,127.0,Bacillota,Streptococcaceae,Streptococcus
74,32725,2491740,73,54.794520547945204,1.9890983405616893,6.7480950355529785,Janthinobacterium lividum,100.0,9.41e-27,132.0,Pseudomonadota,Oxalobacteraceae,Janthinobacterium
75,95932,2715870,61,37.704918032786885,1.9290886349754004,6.728394985198975,Homo sapiens,100.0,2.11e-20,111.0,Chordata,Hominidae,Homo
76,41084,2529265,61,52.459016393442624,1.870832140157877,6.720304012298584,Arachnia propionica,100.0,2.11e-20,111.0,Actinomycetota,Propionibacteriaceae,Arachnia
77,11757,2419967,61,50.81967213114754,1.9646924699852761,6.7087578773498535,Clostridium perfringens,100.0,2.11e-20,111.0,Bacillota,Clostridiaceae,Clostridium
78,81722,2667416,68,60.29411764705882,1.9633300867175405,6.6715240478515625,Uncultured bacterium,100.0,4.32e-24,123.0,Unknown,Unknown,Unknown
79,41128,2529645,69,57.971014492753625,1.9801821889996716,6.665743350982666,MAG: uncultured,100.0,1.28e-24,125.0,Pseudomonadota,Unknown,Unknown
80,17198,2438938,61,59.01639344262295,1.951609205273301,6.585041046142578,Nonomuraea sp.,100.0,2.11e-20,111.0,Actinomycetota,Streptosporangiaceae,Nonomuraea
81,52750,2569240,61,55.73770491803278,1.9640604333502663,6.569440841674805,MAG: Mariniblastus,100.0,2.11e-20,111.0,Planctomycetota,Pirellulaceae,Mariniblastus
82,32,2368942,61,55.73770491803278,1.990041897445637,6.568305969238281,MAG: uncultured,100.0,2.11e-20,111.0,Bacteroidota,Unknown,Unknown
83,13014,2425203,92,58.69565217391305,1.9459768182323551,6.561922550201416,Anaerolineaceae bacterium,100.0,7.04e-37,167.0,Chloroflexota,Anaerolineaceae,Unknown
84,27121,2474740,123,67.47967479674797,1.8979597945816478,6.550666332244873,Streptomyces sp.,100.0,1.62e-53,223.0,Actinomycetota,Streptomycetaceae,Streptomyces
85,79362,2657673,62,53.2258064516129,1.9434275728878356,6.48427152633667,Olsenella sp.,100.0,6.3e-21,113.0,Actinomycetota,Atopobiaceae,Olsenella
86,36992,2516516,72,54.166666666666664,1.94488099582645,6.469409465789795,MAG: Vallitaleaceae,97.222,1.65e-23,122.0,Bacillota,Vallitaleaceae,Unknown
87,26663,2473419,62,59.67741935483871,1.9682932540125773,6.467838764190674,Ottowia sp.,100.0,6.3e-21,113.0,Pseudomonadota,Comamonadaceae,Ottowia
88,44596,2540445,63,31.746031746031743,1.840407230400658,6.46361780166626,Rhinolophus hipposideros,100.0,1.88e-21,114.0,Chordata,Rhinolophidae,Rhinolophus
89,8092,2398285,71,66.19718309859155,1.8616497486779209,6.4570488929748535,Actinomyces sp.,100.0,1.08e-25,129.0,Actinomycetota,Actinomycetaceae,Actinomyces
90,106917,2754670,104,62.5,1.9370015260204556,6.44252347946167,Arachnia propionica,100.0,2.63e-43,188.0,Actinomycetota,Propionibacteriaceae,Arachnia
91,89067,2692525,61,59.01639344262295,1.9602661650006161,6.432249546051025,Aminirod propionatiphilus,100.0,2.11e-20,111.0,Synergistota,Aminiphilaceae,Aminirod
92,97467,2721728,61,44.26229508196721,1.9687719957163137,6.432037830352783,Tannerella forsythia,100.0,2.11e-20,111.0,Bacteroidota,Tannerellaceae,Tannerella
93,89128,2693057,61,42.62295081967213,1.4561112661478437,6.424554347991943,,,,,,,
94,60081,2594406,61,60.65573770491803,1.9589706835356449,6.4105658531188965,Actinomyces howellii,100.0,2.11e-20,111.0,Actinomycetota,Actinomycetaceae,Actinomyces
95,60033,2594241,61,52.459016393442624,1.9342746162187816,6.407079219818115,Fusobacterium animalis,100.0,2.11e-20,111.0,Fusobacteriota,Fusobacteriaceae,Fusobacterium
96,4204,2383070,95,66.3157894736842,1.8837296923298394,6.37943696975708,MAG: uncultured,100.0,1.75e-38,172.0,Actinomycetota,Unknown,Unknown
97,44870,2541042,75,65.33333333333333,1.9201978250615843,6.3575439453125,Acetomicrobium mobile,97.333,4.23e-25,127.0,Synergistota,Acetomicrobiaceae,Acetomicrobium
98,104441,2743852,74,47.2972972972973,1.963363370343267,6.35719108581543,Hengchunia pakistanica,100.0,2.77e-27,134.0,Arthropoda,Cicadellidae,Hengchunia
99,17356,2439407,72,56.94444444444444,1.9479922518924238,6.3332839012146,Uncultured bacterium,100.0,3.19e-26,131.0,Unknown,Unknown,Unknown
100,81434,2666828,73,64.38356164383562,1.8975950535748443,6.326657772064209,MAG: Nitrospira,100.0,1.15e-25,129.0,Nitrospirota,Nitrospiraceae,Nitrospira
