rank,feature_index,id,length,gc_content,complexity,importance_score,prevalence_pct,n_samples_present,mean_frac_present,median_frac_present,best_hit_species
31,62765,2604082,61,55.73770491803278,1.966880311143805,4.404780864715576,48.501628664495115,1489,0.7011417150497437,0.9700000286102295,Candidatus Saccharibacteria
32,84899,2679056,61,59.01639344262295,1.941043078129074,4.391669273376465,28.306188925081432,869,0.7440736293792725,1.0,Paenibacillus sp.
33,32,2368942,61,55.73770491803278,1.990041897445637,4.390008926391602,25.765472312703583,791,0.6415044665336609,0.8100000023841858,MAG: uncultured
34,22241,2454877,61,65.57377049180327,1.0239228180015463,4.305424213409424,31.172638436482085,957,0.5039498209953308,0.44999998807907104,No blast hit
35,50999,2563038,65,61.53846153846154,1.9607925801056458,4.279137134552002,26.84039087947883,824,0.512135922908783,0.49000000953674316,Saccharopolyspora sp.
36,86778,2685292,64,54.6875,1.9715153033374995,4.271063804626465,29.90228013029316,918,0.5681917667388916,0.4399999976158142,uncultured bacterium
37,41128,2529645,69,57.971014492753625,1.9801821889996716,4.239460468292236,28.110749185667753,863,0.6082039475440979,0.6200000047683716,MAG: uncultured
38,79805,2660680,63,50.79365079365079,1.907382400895482,4.22508430480957,18.892508143322477,580,0.6971034407615662,0.8799999952316284,Rhodoferax sp.
39,79362,2657673,62,53.2258064516129,1.9434275728878356,4.222002983093262,41.88925081433225,1286,0.6827371716499329,0.8100000023841858,Uncultured bacterium
40,9158,2400238,61,55.73770491803278,1.9569975011825842,4.214172840118408,21.140065146579804,649,0.5441756844520569,0.550000011920929,Castellaniella ginsengisoli
41,0,496659,61,44.26229508196721,1.4292062682172793,4.1719255447387695,18.794788273615634,577,0.6079723238945007,0.7400000095367432,No blast hit
42,12332,2423568,62,59.67741935483871,1.9720263244856202,4.155790328979492,37.817589576547235,1161,0.7239965796470642,0.8799999952316284,Desulfobacca acetoxidans
43,55208,2576579,70,45.714285714285715,1.9460831814792088,4.1447625160217285,32.11726384364821,986,0.8272008299827576,1.0,Streptococcus parasanguinis
44,38856,2521644,62,67.74193548387096,1.8858973983393694,4.108722686767578,18.892508143322477,580,0.6640344858169556,0.8100000023841858,Amycolatopsis sp.
45,56264,2581432,75,62.66666666666667,1.9356091617453688,4.029964923858643,29.96742671009772,920,0.5804891586303711,0.6000000238418579,Symphoricarpos occidentalis
46,83375,2673229,66,54.54545454545454,1.945911276038717,3.9961931705474854,27.39413680781759,841,0.5959809422492981,0.5799999833106995,Ottowia sp.
47,4825,2385023,61,59.01639344262295,1.925345647173747,3.994884490966797,22.117263843648207,679,0.5854638814926147,0.550000011920929,Anoxybacter fermentans
48,15887,2433232,73,64.38356164383562,1.9043900688745723,3.9755568504333496,29.41368078175896,903,0.6552159786224365,0.7699999809265137,Fusobacterium nucleatum
49,62818,2604484,61,50.81967213114754,1.9902277600210603,3.9711546897888184,25.765472312703583,791,0.6016940474510193,0.5799999833106995,Tannerella forsythia
50,35508,2511119,62,53.2258064516129,1.9353651203688242,3.9657657146453857,18.14332247557003,557,0.6547396779060364,0.8799999952316284,Acinetobacter sp.
51,105638,2748890,88,37.5,1.9448725890987713,3.949565887451172,28.27361563517915,868,0.6978917121887207,0.9100000262260437,Homo sapiens
52,21623,2453718,74,52.702702702702695,1.9546470021520541,3.9467403888702393,24.071661237785015,739,0.5748173594474792,0.5899999737739563,Kitasatospora sp.
53,8316,2398538,70,55.714285714285715,1.932340084428156,3.9406187534332275,20.45602605863192,628,0.630509614944458,0.699999988079071,Clostridioides difficile
54,13237,2425448,77,58.44155844155844,1.9551881179868946,3.895965814590454,33.71335504885994,1035,0.4834396243095398,0.4000000059604645,Desulfobulbus oralis
55,26635,2473120,62,50.0,1.9962415338676816,3.8853158950805664,31.237785016286644,959,0.5444212555885315,0.5,Pseudomonas aeruginosa
56,55807,2579762,61,40.98360655737705,1.9721468987802635,3.881412982940674,28.892508143322477,887,0.7861781120300293,1.0,Homo sapiens
57,32598,2491286,68,52.94117647058824,1.971335285306981,3.8776700496673584,28.01302931596091,860,0.7230000495910645,0.8899999856948853,Candidatus Saccharibacteria
58,26039,2469369,78,61.53846153846154,1.9542823944388745,3.868889331817627,43.28990228013029,1329,0.5806772112846375,0.47999998927116394,Desulfobulbus oligotrophicus
59,78153,2654653,66,54.54545454545454,1.8847663275979039,3.8590519428253174,26.221498371335503,805,0.49081987142562866,0.41999998688697815,Clostridium saccharobutylicum
60,58389,2587861,76,60.526315789473685,1.9644829280359848,3.855091094970703,22.21498371335505,682,0.6161583662033081,0.6599999666213989,MAG: Vicinamibacterales
61,76352,2648884,80,67.5,1.8929414913662503,3.852278709411621,32.14983713355049,987,0.48926034569740295,0.41999998688697815,Ralstonia solanacearum
62,24177,2461800,139,51.798561151079134,1.9528325231240466,3.8481621742248535,37.71986970684039,1158,0.52597576379776,0.5699999928474426,Fusobacterium nucleatum
63,52459,2568107,61,39.34426229508197,1.9257491327434368,3.8323278427124023,23.224755700325733,713,0.8140674233436584,1.0,Homo sapiens
64,76265,2648766,83,53.01204819277109,1.9791665377146765,3.8039917945861816,45.34201954397394,1392,0.7400000691413879,0.9300000071525574,Danio rerio
65,36992,2516516,72,54.166666666666664,1.94488099582645,3.7283387184143066,32.63843648208469,1002,0.529680609703064,0.550000011920929,Gottschalkia acidurici
66,71519,2632319,79,27.848101265822784,1.806365152784205,3.7211689949035645,17.752442996742673,545,0.7902752757072449,0.9599999785423279,No blast hit
67,92740,2705408,70,54.285714285714285,1.9563773622329639,3.7177834510803223,35.34201954397394,1085,0.42882949113845825,0.23000000417232513,[Eubacterium] yurii
68,28984,2480075,88,48.86363636363637,1.8254543092789248,3.6997506618499756,26.677524429967427,819,0.6111721396446228,0.6200000047683716,Clematis sp.
69,41490,2530778,66,48.484848484848484,1.6000490199812691,3.688713550567627,19.218241042345277,590,0.6480169892311096,0.8100000023841858,No blast hit
70,34241,2505261,61,55.73770491803278,1.9547417496396882,3.6836113929748535,21.302931596091206,654,0.7029052376747131,0.8999999761581421,Fusobacterium animalis
71,20050,2448499,72,56.94444444444444,1.9854724082446875,3.663846731185913,23.257328990228014,714,0.7023809552192688,0.9800000190734863,Anatilimnocola aggregata
72,20224,2448732,104,53.84615384615385,1.9248430397541343,3.6550498008728027,29.706840390879478,912,0.4657675623893738,0.4099999964237213,Curtobacterium sp.
73,27398,2475089,66,53.03030303030303,1.9941822755773035,3.6461338996887207,26.742671009771986,821,0.5479658842086792,0.5,Desulfobulbus propionicus
74,15340,2432617,78,57.692307692307686,1.9807274214658706,3.629918098449707,19.087947882736156,586,0.6658020615577698,0.7900000214576721,Phreatobacter stygius
75,37254,2517099,98,44.89795918367347,1.98588945647156,3.6266913414001465,34.495114006514655,1059,0.6332294344902039,0.7099999785423279,Fusobacterium canifelinum
76,59337,2590848,85,52.94117647058824,1.9949550004971865,3.62144136428833,25.570032573289904,785,0.5986369252204895,0.6499999761581421,Candidatus Nitrosocosmicus
77,52750,2569240,61,55.73770491803278,1.9640604333502663,3.6102817058563232,15.928338762214985,489,0.7460530996322632,1.0,MAG: Mariniblastus
78,35835,2511568,67,58.2089552238806,1.9326565074810471,3.6041810512542725,22.93159609120521,704,0.6882528066635132,0.8899999856948853,Uncultured archaeon
79,95320,2712791,118,54.23728813559322,1.987285656672547,3.5984997749328613,32.80130293159609,1007,0.4094438850879669,0.27000001072883606,Acinetobacter lwoffii
80,45990,2544635,76,52.63157894736842,1.9259865576705786,3.592745304107666,11.172638436482085,343,0.9124197363853455,1.0,No blast hit
81,12379,2423987,65,60.0,1.968387065705624,3.5649032592773438,29.381107491856678,902,0.5776607394218445,0.6000000238418579,Abiotrophia defectiva
82,31092,2486809,62,53.2258064516129,1.98453005232125,3.5598652362823486,29.120521172638437,894,0.5489261746406555,0.5299999713897705,Bacillus velezensis
83,44870,2541042,75,65.33333333333333,1.9201978250615843,3.5560531616210938,41.530944625407166,1275,0.632502019405365,0.6700000166893005,Acetomicrobium mobile
84,68851,2622029,210,49.047619047619044,1.9619914844054054,3.5519094467163086,35.928338762214985,1103,0.5490027070045471,0.5699999928474426,Fusobacterium vincentii
85,49573,2557712,96,57.291666666666664,1.9762405840050152,3.535064697265625,19.185667752442995,589,0.635908305644989,0.699999988079071,Phreatobacter stygius
86,269,2369613,79,58.22784810126582,1.974703791432654,3.523145914077759,24.495114006514658,752,0.5696143507957458,0.5899999737739563,Cardiobacterium sp.
87,15134,2432169,61,47.540983606557376,1.9461780892659748,3.5142159461975098,43.811074918566774,1345,0.5454869866371155,0.47999998927116394,Dolosigranulum pigrum
88,92584,2704976,62,46.774193548387096,1.948218669774299,3.51277756690979,44.495114006514655,1366,0.8130745887756348,1.0,Mycena crocata
89,72671,2637411,66,56.060606060606055,1.9887032008080903,3.507850170135498,25.04885993485342,769,0.4834200143814087,0.3100000023841858,Veillonella parvula
90,65958,2614550,69,55.072463768115945,1.985113277217706,3.476504325866699,28.110749185667753,863,0.6480533480644226,0.7699999809265137,Arthrobacter sp.
91,73964,2641333,75,53.333333333333336,1.9591516993505078,3.4710490703582764,32.24755700325733,990,0.47234341502189636,0.41999998688697815,Abiotrophia defectiva
92,70036,2626921,73,52.054794520547944,1.9581431364741209,3.462904930114746,26.319218241042346,808,0.5804827213287354,0.5600000023841858,Eubacterium ramulus
93,81588,2667239,71,52.112676056338024,1.9839794495031335,3.4469923973083496,33.09446254071661,1016,0.5531495809555054,0.3700000047683716,Mycobacterium sp.
94,54373,2571833,62,45.16129032258064,1.9694631251586472,3.4465322494506836,28.697068403908794,881,0.6757094860076904,0.7799999713897705,Clematis sp.
95,41717,2531105,89,59.55056179775281,1.9639989660847936,3.441805601119995,31.889250814332247,979,0.5514402389526367,0.5299999713897705,Anaerolineaceae bacterium
96,61028,2598450,61,52.459016393442624,1.9963675821806275,3.4358139038085938,17.78501628664495,546,0.6948351263999939,0.8849999904632568,PREDICTED: Populus
97,91251,2700061,75,24.0,1.756623811079363,3.4327521324157715,16.026058631921824,492,0.800548791885376,1.0,No blast hit
98,35300,2510555,61,47.540983606557376,1.988009168547974,3.4256629943847656,32.96416938110749,1012,0.5223023891448975,0.47999998927116394,Rothia dentocariosa
99,89923,2694717,108,33.33333333333333,1.9041324958519188,3.421955108642578,15.504885993485342,476,0.7726261019706726,0.9449999928474426,No blast hit
100,69444,2626120,61,54.09836065573771,1.9902277600210603,3.4153225421905518,44.495114006514655,1366,0.6433455944061279,0.7400000095367432,Desulfobulbus oralis
