rank,feature_index,id,length,gc_content,complexity,importance_score,best_hit_species,best_pident,best_evalue,best_bitscore,phylum,family,genus
17,81527,2667104,61,49.18032786885246,1.950045383326547,3.6797380447387695,Neisseria elongata,100.0,2.11e-20,111.0,Pseudomonadota,Neisseriaceae,Neisseria
18,58044,2587432,72,48.61111111111111,1.978914232330877,3.640913486480713,Steroidobacter denitrificans,100.0,3.19e-26,131.0,Pseudomonadota,Steroidobacteraceae,Steroidobacter
19,23230,2460569,70,57.14285714285714,1.9369382421030483,3.604605197906494,uncultured bacterium,100.0,3.77e-25,127.0,Unknown,Unknown,Unknown
20,32293,2490168,110,60.909090909090914,1.965133313254523,3.496608257293701,No blast hit,98.182,8.23e-44,190.0,Thermodesulfobacteriota,Desulfobulbaceae,Desulfobulbus
21,84880,2679018,61,62.295081967213115,1.919083984380127,3.4834890365600586,Lactococcus garvieae,100.0,2.11e-20,111.0,Bacillota,Streptococcaceae,Lactococcus
22,31157,2486910,63,53.96825396825397,1.9637751532761416,3.4625821113586426,No blast hit,100.0,1.88e-21,114.0,Bacillota,Streptococcaceae,Streptococcus
23,27032,2474611,69,59.42028985507246,1.9474236632561113,3.4582324028015137,No blast hit,100.0,1.28e-24,125.0,Pseudomonadota,Neisseriaceae,Neisseria
24,35098,2507108,209,45.933014354066984,1.952715113365769,3.4323599338531494,Uncultured bacterium,100.0,6.72e-100,378.0,Unknown,Unknown,Unknown
25,40227,2525913,86,40.69767441860465,1.9731649767609492,3.347869634628296,No blast hit,100.0,1.13e-33,156.0,Chordata,Hominidae,Homo
26,35508,2511119,62,53.2258064516129,1.9353651203688242,3.339069128036499,Acinetobacter sp.,100.0,6.3e-21,113.0,Pseudomonadota,Moraxellaceae,Acinetobacter
27,63548,2605991,78,48.717948717948715,1.994699362280302,3.321068286895752,No blast hit,100.0,2.08e-29,141.0,Bacillota,Streptococcaceae,Streptococcus
28,60405,2594922,86,52.32558139534884,1.9414247493009844,3.3209025859832764,Eubacterium minutum,100.0,1.13e-33,156.0,Bacillota,Anaerovoracaceae,Unknown
29,61060,2598635,61,60.65573770491803,1.9587451631519053,3.3001654148101807,No blast hit,100.0,2.11e-20,111.0,Actinomycetota,Actinomycetaceae,Actinomyces
30,86507,2684330,61,52.459016393442624,1.9270927902240995,3.2822630405426025,Uncultured bacterium,100.0,2.11e-20,111.0,Actinomycetota,Corynebacteriaceae,Corynebacterium
31,56071,2580978,63,50.79365079365079,1.917984425657251,3.252300262451172,Arachnia propionica,100.0,1.88e-21,114.0,Unknown,Unknown,Unknown
32,105344,2748481,64,53.125,1.9898244583898188,3.2377548217773438,No blast hit,100.0,5.58e-22,116.0,Actinomycetota,Streptomycetaceae,Streptomyces
33,34819,2506793,66,54.54545454545454,1.9362600275315274,3.1802403926849365,Streptococcus parasanguinis,100.0,4.92e-23,120.0,Bacillota,Streptococcaceae,Streptococcus
34,96298,2716541,80,51.24999999999999,1.948667609804581,3.1736373901367188,Selenomonas infelix,100.0,1.79e-30,145.0,Bacillota,Selenomonadaceae,Selenomonas
35,37361,2517232,82,47.5609756097561,1.9869655841585008,3.16957688331604,No blast hit,100.0,1.54e-31,149.0,Bacillota,Streptococcaceae,Streptococcus
36,83626,2673571,85,57.647058823529406,1.9533984015945791,3.149482488632202,Arachnia propionica,100.0,3.87e-33,154.0,Actinomycetota,Propionibacteriaceae,Arachnia
37,54110,2570952,61,55.73770491803278,1.9668803111438047,3.1442623138427734,No blast hit,100.0,2.11e-20,111.0,Bacillota,Enterococcaceae,Enterococcus
38,5799,2390147,61,40.98360655737705,1.9708322921448431,3.118783473968506,Naegleria fowleri,100.0,2.11e-20,111.0,Chordata,Hominidae,Homo
39,41084,2529265,61,52.459016393442624,1.870832140157877,3.1117329597473145,Pseudopropionibacterium propionicum,100.0,2.11e-20,111.0,Actinomycetota,Propionibacteriaceae,Arachnia
40,92889,2705683,89,35.95505617977528,1.8748261263665928,3.0997278690338135,No blast hit,100.0,2.83e-35,161.0,Chordata,Hominidae,Homo
41,11194,2417721,77,51.94805194805194,1.996623501805323,3.0773940086364746,MAG: Steroidobacteraceae,100.0,7.07e-29,140.0,Pseudomonadota,Steroidobacteraceae,Unknown
42,37425,2517329,91,58.24175824175825,1.96124653248372,3.054839611053467,No blast hit,100.0,2.41e-36,165.0,Actinomycetota,Propionibacteriaceae,Arachnia
43,5039,2385778,79,58.22784810126582,1.9778837995858116,3.0526061058044434,Pseudopropionibacterium propionicum,100.0,6.1e-30,143.0,Actinomycetota,Propionibacteriaceae,Arachnia
44,105395,2748556,61,54.09836065573771,1.9708322921448431,3.0524821281433105,No blast hit,100.0,2.11e-20,111.0,Actinomycetota,Actinomycetaceae,Actinomyces
45,25004,2466523,62,50.0,1.9501997936563944,3.035095453262329,No blast hit,100.0,6.3e-21,113.0,Bacillota,Peptoniphilaceae,Parvimonas
46,22015,2454622,77,46.75324675324675,1.9685299213365357,3.0287375450134277,Clostridium butyricum,100.0,7.07e-29,140.0,Bacillota,Clostridiaceae,Clostridium
47,65915,2614178,62,59.67741935483871,1.923966973111092,3.0221829414367676,Cutibacterium acnes,100.0,6.3e-21,113.0,Actinomycetota,Propionibacteriaceae,Cutibacterium
48,55247,2576623,96,51.041666666666664,1.994301498523218,3.0213112831115723,No blast hit,100.0,5.1e-39,174.0,Bacillota,Streptococcaceae,Streptococcus
49,34788,2506732,61,54.09836065573771,1.9383414873687372,3.0109009742736816,Schaalia odontolytica,100.0,2.11e-20,111.0,Actinomycetota,Actinomycetaceae,Schaalia
50,11007,2417501,67,61.19402985074627,1.9552967437005597,2.9827752113342285,Arachnia propionica,100.0,1.46e-23,122.0,Actinomycetota,Propionibacteriaceae,Arachnia
51,7016,2392895,77,68.83116883116884,1.8680548191107322,2.938056468963623,No blast hit,100.0,7.07e-29,140.0,Actinomycetota,Actinomycetaceae,Actinomyces
52,31929,2489735,99,62.62626262626263,1.9419090509717623,2.8868532180786133,No blast hit,100.0,1.26e-40,179.0,Actinomycetota,Propionibacteriaceae,Arachnia
53,101395,2733414,64,54.6875,1.9668821908001721,2.8623194694519043,Bacillus velezensis,100.0,5.58e-22,116.0,Bacillota,Bacillaceae,Bacillus
54,55968,2580706,62,50.0,1.9962415338676816,2.840885639190674,No blast hit,100.0,6.3e-21,113.0,Pseudomonadota,Comamonadaceae,Delftia
55,50841,2562375,66,63.63636363636363,1.9396666665465763,2.8379244804382324,No blast hit,89.394,2.91e-13,88.7,Synergistota,Aminobacteriaceae,Fretibacterium
56,71228,2631981,88,62.5,1.932714602530754,2.833435535430908,Arachnia propionica,100.0,9.67e-35,159.0,Actinomycetota,Propionibacteriaceae,Arachnia
57,75809,2647627,63,49.2063492063492,1.9694654837736065,2.792679786682129,Fusarium sp.,100.0,1.88e-21,114.0,Ascomycota,Chaetomiaceae,Chaetomium
58,3041,2379160,88,63.63636363636363,1.9357980901330296,2.7919766902923584,Arachnia propionica,100.0,9.67e-35,159.0,Actinomycetota,Propionibacteriaceae,Arachnia
59,35356,2510694,61,67.21311475409836,1.8536146904174111,2.7737839221954346,Streptomyces harbinensis,100.0,2.11e-20,111.0,Actinomycetota,Streptomycetaceae,Streptomyces
60,23694,2461301,79,48.10126582278481,1.9473647920769717,2.7555038928985596,No blast hit,100.0,6.1e-30,143.0,Pseudomonadota,Cardiobacteriaceae,Cardiobacterium
61,97570,2721879,102,62.745098039215684,1.87896906884429,2.7434000968933105,No blast hit,100.0,3.11e-42,185.0,Actinomycetota,Propionibacteriaceae,Arachnia
62,41110,2529501,71,49.29577464788733,1.9995665789534056,2.732809543609619,No blast hit,100.0,1.08e-25,129.0,Pseudomonadota,Enterobacteriaceae,Enterobacter
63,83577,2673505,76,73.68421052631578,1.8211156641201933,2.731198310852051,MAG: uncultured,100.0,2.4e-28,138.0,Actinomycetota,Unknown,Unknown
64,81940,2667705,94,50.0,1.985222246066683,2.721208095550537,Tannerella forsythia,100.0,5.99e-38,170.0,Bacteroidota,Tannerellaceae,Tannerella
65,71530,2632330,64,70.3125,1.8645209157976412,2.711422920227051,No blast hit,100.0,5.58e-22,116.0,Actinomycetota,Actinomycetaceae,Actinomyces
66,14338,2428611,67,37.3134328358209,1.9151848943827052,2.7084381580352783,No blast hit,100.0,1.46e-23,122.0,Chordata,Danionidae,Danio
67,32623,2491491,65,63.07692307692307,1.9457896206239447,2.7052550315856934,No blast hit,98.462,7.05e-21,113.0,Actinomycetota,Propionibacteriaceae,Arachnia
68,60481,2595005,93,56.98924731182796,1.98143313156004,2.688326358795166,No blast hit,100.0,2.05e-37,168.0,Pseudomonadota,Neisseriaceae,Neisseria
69,59233,2590710,86,48.837209302325576,1.880585025224502,2.670093536376953,No blast hit,100.0,1.13e-33,156.0,Bacillota,Streptococcaceae,Streptococcus
70,89294,2693636,64,59.375,1.9627712356445657,2.632995128631592,Clostridium cochlearium,100.0,4.29e-17,100.0,Bacillota,Clostridiaceae,Clostridium
71,473,2369877,61,49.18032786885246,1.1034990673875955,2.6291301250457764,No blast hit,,,,,,
72,90963,2699365,79,65.82278481012658,1.9116652842148096,2.621797561645508,No blast hit,100.0,6.1e-30,143.0,Actinomycetota,Propionibacteriaceae,Arachnia
73,61739,2600048,69,57.971014492753625,1.963086607495898,2.615380048751831,Gemella morbillorum,100.0,1.28e-24,125.0,Bacillota,Gemellaceae,Gemella
74,105830,2749102,63,47.61904761904761,1.924704223104421,2.6137959957122803,Streptococcus agalactiae,100.0,1.88e-21,114.0,Bacillota,Streptococcaceae,Streptococcus
75,41089,2529298,61,52.459016393442624,1.9844641091334345,2.611206531524658,No blast hit,100.0,2.11e-20,111.0,Bacillota,Unknown,Unknown
76,101463,2733511,70,61.42857142857143,1.952531135294716,2.568842887878418,No blast hit,100.0,3.77e-25,127.0,Actinomycetota,Actinomycetaceae,Actinomyces
77,1750,2374570,61,57.377049180327866,1.9547417496396882,2.568523645401001,No blast hit,100.0,2.11e-20,111.0,Candidatus Saccharimonadota,Unknown,Unknown
78,102615,2738669,66,37.878787878787875,1.900340007991461,2.5585684776306152,No blast hit,100.0,4.92e-23,120.0,Chordata,Balaenopteridae,Balaenoptera
79,3928,2382614,64,67.1875,1.842341759976635,2.5553722381591797,No blast hit,100.0,5.58e-22,116.0,Actinomycetota,Actinomycetaceae,Actinomyces
80,49573,2557712,96,57.291666666666664,1.9762405840050152,2.54701566696167,Phreatobacter stygius,100.0,5.1e-39,174.0,Pseudomonadota,Phreatobacteraceae,Phreatobacter
81,31893,2489691,74,54.054054054054056,1.9931298702270075,2.540419578552246,Corynebacterium pseudotuberculosis,100.0,2.77e-27,134.0,Actinomycetota,Corynebacteriaceae,Corynebacterium
82,16753,2436106,61,47.540983606557376,1.9587451631519053,2.5357706546783447,No blast hit,100.0,2.11e-20,111.0,Bacillota,Staphylococcaceae,Staphylococcus
83,35561,2511206,73,64.38356164383562,1.9085116613195423,2.5277419090270996,No blast hit,100.0,9.41e-27,132.0,Fusobacteriota,Leptotrichiaceae,Leptotrichia
84,51721,2564180,72,65.27777777777779,1.8723282349712431,2.523261308670044,No blast hit,100.0,3.19e-26,131.0,Actinomycetota,Actinomycetaceae,Actinomyces
85,99091,2726756,66,56.060606060606055,1.961809115813727,2.5217363834381104,Uncultured bacterium,100.0,4.92e-23,120.0,Unknown,Unknown,Unknown
86,54628,2575413,61,50.81967213114754,1.966665652338337,2.5207247734069824,No blast hit,100.0,2.11e-20,111.0,Synergistota,Aminobacteriaceae,Fretibacterium
87,66098,2614914,71,47.88732394366197,1.99504176422349,2.520686388015747,No blast hit,100.0,1.08e-25,129.0,Bacillota,Gemellaceae,Gemella
88,24983,2466493,62,54.83870967741935,1.990200741097785,2.519462823867798,No blast hit,100.0,6.3e-21,113.0,Pseudomonadota,Neisseriaceae,Neisseria
89,64069,2606528,91,59.34065934065934,1.9531468973572383,2.507145643234253,Rothia mucilaginosa,100.0,2.41e-36,165.0,Actinomycetota,Micrococcaceae,Rothia
90,43007,2536092,74,59.45945945945946,1.9178990630460981,2.504509925842285,No blast hit,100.0,2.77e-27,134.0,Pseudomonadota,Lysobacteraceae,Luteimonas
91,9544,2402872,64,29.6875,1.7835262140986152,2.4922404289245605,Bacteroides zoogleoformans,100.0,5.58e-22,116.0,Bacteroidota,Bacteroidaceae,Bacteroides
92,104255,2743630,64,42.1875,1.7914111814067473,2.483586549758911,No blast hit,100.0,5.58e-22,116.0,Chordata,Hominidae,Homo
93,58312,2587780,91,56.043956043956044,1.9501053789598406,2.476137638092041,No blast hit,100.0,2.41e-36,165.0,Actinomycetota,Corynebacteriaceae,Corynebacterium
94,44743,2540816,63,58.730158730158735,1.9751074969813227,2.4755406379699707,No blast hit,100.0,1.88e-21,114.0,Bacillota,Streptococcaceae,Streptococcus
95,60694,2595220,109,68.80733944954129,1.8649143241267923,2.4649124145507812,Arachnia propionica,100.0,5.47e-46,197.0,Actinomycetota,Propionibacteriaceae,Arachnia
96,17443,2439615,98,65.3061224489796,1.9230096158766796,2.460975170135498,No blast hit,100.0,4.33e-40,178.0,Actinomycetota,Propionibacteriaceae,Arachnia
97,44502,2539970,61,44.26229508196721,1.9233249840877744,2.455486536026001,Streptococcus oralis,100.0,2.11e-20,111.0,Bacillota,Streptococcaceae,Streptococcus
98,24825,2466180,66,66.66666666666666,1.9153119704918964,2.4542109966278076,No blast hit,96.97,2.55e-20,111.0,Actinomycetota,Unknown,Pengzhenrongella
99,31993,2489817,76,53.94736842105263,1.9800360245934658,2.4306602478027344,No blast hit,100.0,2.4e-28,138.0,Bacillota,Caryophanaceae,Planococcus
100,92494,2704547,66,25.757575757575758,1.7662481541382622,2.4264543056488037,No blast hit,100.0,4.92e-23,120.0,Chordata,Hominidae,Homo
