rank,feature_index,id,length,gc_content,complexity,importance_score,prevalence_pct,n_samples_present,mean_frac_present,median_frac_present,best_hit_species
28,44596,2540445,63,31.746031746031743,1.840407230400658,6.370959758758545,23.485342019543975,721,0.5461997389793396,0.47999998927116394,Rhinolophus hipposideros
29,55081,2576441,61,34.42622950819672,1.6796605229195791,6.368475437164307,25.830618892508145,793,0.557616651058197,0.5799999833106995,No blast hit
30,45990,2544635,76,52.63157894736842,1.9259865576705786,6.355186462402344,11.172638436482085,343,0.9124197363853455,1.0,No blast hit
31,5799,2390147,61,40.98360655737705,1.9708322921448431,6.27249002456665,29.6742671009772,911,0.801986813545227,1.0,No blast hit
32,53107,2569730,64,64.0625,1.9413980376599163,6.188426971435547,26.319218241042346,808,0.5910890698432922,0.6200000047683716,Chromobacterium violaceum
33,13237,2425448,77,58.44155844155844,1.9551881179868946,6.110599994659424,33.71335504885994,1035,0.4834396243095398,0.4000000059604645,Desulfobulbus oralis
34,22241,2454877,61,65.57377049180327,1.0239228180015463,6.108980655670166,31.172638436482085,957,0.5039498209953308,0.44999998807907104,No blast hit
35,61517,2599744,72,44.44444444444444,1.9546859469463558,6.107383728027344,39.28338762214984,1206,0.635804295539856,0.6299999952316284,Diaphorobacter sp.
36,83375,2673229,66,54.54545454545454,1.945911276038717,6.095375061035156,27.39413680781759,841,0.5959809422492981,0.5799999833106995,No blast hit
37,11014,2417508,88,51.13636363636363,1.9977281244737704,6.034855365753174,38.729641693811075,1189,0.42147180438041687,0.28999999165534973,No blast hit
38,23373,2460873,88,59.09090909090909,1.9448794969301497,6.033449649810791,24.9185667752443,765,0.49975162744522095,0.4099999964237213,Ramlibacter sp.
39,48061,2551664,64,59.375,1.899988766373815,5.993249416351318,23.843648208469055,732,0.5453552007675171,0.4699999988079071,Mycolicibacterium chitae
40,89129,2693058,61,42.62295081967213,1.4794731020725562,5.971138000488281,23.908794788273617,734,0.5828882455825806,0.6949999928474426,No blast hit
41,74301,2642684,68,57.35294117647059,1.9617453883919607,5.9025139808654785,20.03257328990228,615,0.6271056532859802,0.6800000071525574,Psychrobacillus glaciei
42,80500,2662285,92,44.565217391304344,1.94928544382292,5.895755767822266,26.416938110749186,811,0.5407645106315613,0.5299999713897705,Clostridium botulinum
43,35300,2510555,61,47.540983606557376,1.988009168547974,5.893794536590576,32.96416938110749,1012,0.5223023891448975,0.47999998927116394,Rothia dentocariosa
44,104523,2743938,97,52.57731958762887,1.9240399891625575,5.869064807891846,30.684039087947884,942,0.3988853394985199,0.36000001430511475,No blast hit
45,50999,2563038,65,61.53846153846154,1.9607925801056458,5.854130268096924,26.84039087947883,824,0.512135922908783,0.49000000953674316,Saccharopolyspora sp.
46,84899,2679056,61,59.01639344262295,1.941043078129074,5.817432403564453,28.306188925081432,869,0.7440736293792725,1.0,Paenibacillus sp.
47,58162,2587591,61,49.18032786885246,1.5076213244090613,5.8062872886657715,28.175895765472312,865,0.49278613924980164,0.38999998569488525,No blast hit
48,65915,2614178,62,59.67741935483871,1.923966973111092,5.783117771148682,31.302931596091206,961,0.6117273569107056,0.7200000286102295,Cutibacterium acnes
49,11757,2419967,61,50.81967213114754,1.9646924699852761,5.7402663230896,44.69055374592834,1372,0.7345918416976929,1.0,No blast hit
50,0,496659,61,44.26229508196721,1.4292062682172793,5.730165481567383,18.794788273615634,577,0.6079723238945007,0.7400000095367432,No blast hit
51,24065,2461687,80,52.5,1.9909520708329982,5.726328372955322,27.263843648208468,837,0.627407431602478,0.6200000047683716,No blast hit
52,98913,2726263,64,59.375,1.9568030882943968,5.690440654754639,19.77198697068404,607,0.6567050814628601,0.8500000238418579,No blast hit
53,98039,2722449,72,45.83333333333333,1.9871086637005075,5.617425441741943,42.96416938110749,1319,0.5742759704589844,0.5699999928474426,Fusobacterium polymorphum
54,23473,2461015,74,51.35135135135135,1.9560407515081226,5.563755035400391,32.50814332247557,998,0.4910721778869629,0.36000001430511475,No blast hit
55,30473,2483992,111,42.34234234234234,1.9791438833695252,5.51421594619751,28.208469055374593,866,0.641755223274231,0.7699999809265137,No blast hit
56,36992,2516516,72,54.166666666666664,1.94488099582645,5.502740383148193,32.63843648208469,1002,0.529680609703064,0.550000011920929,Gottschalkia acidurici
57,79362,2657673,62,53.2258064516129,1.9434275728878356,5.491917133331299,41.88925081433225,1286,0.6827371716499329,0.8100000023841858,Uncultured bacterium
58,89071,2692552,78,56.41025641025641,1.934559199734664,5.479940891265869,22.41042345276873,688,0.5320639610290527,0.5400000214576721,Clostridium perfringens
59,24177,2461800,139,51.798561151079134,1.9528325231240466,5.476921081542969,37.71986970684039,1158,0.52597576379776,0.5699999928474426,Fusobacterium nucleatum
60,92740,2705408,70,54.285714285714285,1.9563773622329639,5.464653015136719,35.34201954397394,1085,0.42882949113845825,0.23000000417232513,[Eubacterium] yurii
61,15532,2432863,84,51.19047619047619,1.9830849376713153,5.44297456741333,46.74267100977199,1435,0.44151216745376587,0.25999999046325684,Fusobacterium nucleatum
62,46535,2545451,65,61.53846153846154,1.9213151202547842,5.442641735076904,33.811074918566774,1038,0.43519270420074463,0.3100000023841858,No blast hit
63,89067,2692525,61,59.01639344262295,1.9602661650006161,5.4221625328063965,45.83061889250814,1407,0.7619332075119019,1.0,No blast hit
64,58389,2587861,76,60.526315789473685,1.9644829280359848,5.418640613555908,22.21498371335505,682,0.6161583662033081,0.6599999666213989,MAG: Vicinamibacterales
65,56264,2581432,75,62.66666666666667,1.9356091617453688,5.40521240234375,29.96742671009772,920,0.5804891586303711,0.6000000238418579,Symphoricarpos occidentalis
66,101923,2735640,67,43.28358208955223,1.911730411258397,5.395627498626709,29.5114006514658,906,0.5790839195251465,0.6800000071525574,No blast hit
67,28984,2480075,88,48.86363636363637,1.8254543092789248,5.391486644744873,26.677524429967427,819,0.6111721396446228,0.6200000047683716,Clematis sp.
68,13564,2425787,120,54.166666666666664,1.9783706480370955,5.353183269500732,49.3485342019544,1515,0.526633620262146,0.4399999976158142,No blast hit
69,13014,2425203,92,58.69565217391305,1.9459768182323551,5.34039831161499,46.74267100977199,1435,0.5987735390663147,0.6100000143051147,No blast hit
70,43821,2537274,86,63.95348837209303,1.9349014071187978,5.330148220062256,54.267100977198695,1666,0.78279709815979,1.0,Arcanobacterium buesumense
71,97175,2720805,77,51.94805194805194,1.9395328596767691,5.3091254234313965,31.791530944625407,976,0.4226434528827667,0.24500000476837158,No blast hit
72,34721,2506538,66,57.57575757575758,1.9396790231438428,5.276432514190674,22.47557003257329,690,0.5213478207588196,0.41999998688697815,No blast hit
73,76169,2648626,72,59.72222222222222,1.9420029098956415,5.275454998016357,29.478827361563518,905,0.5519557595252991,0.6200000047683716,Olsenella sp.
74,35835,2511568,67,58.2089552238806,1.9326565074810471,5.244300842285156,22.93159609120521,704,0.6882528066635132,0.8899999856948853,No blast hit
75,63504,2605940,61,83.60655737704919,1.6330711439358183,5.179980754852295,29.120521172638437,894,0.5627405047416687,0.44999998807907104,No blast hit
76,76265,2648766,83,53.01204819277109,1.9791665377146765,5.176808834075928,45.34201954397394,1392,0.7400000691413879,0.9300000071525574,No blast hit
77,59122,2590518,62,54.83870967741935,1.9726705394865212,5.170168399810791,15.407166123778502,473,0.7091754674911499,0.8799999952316284,No blast hit
78,59337,2590848,85,52.94117647058824,1.9949550004971865,5.1627936363220215,25.570032573289904,785,0.5986369252204895,0.6499999761581421,No blast hit
79,64069,2606528,91,59.34065934065934,1.9531468973572383,5.162343502044678,27.42671009771987,842,0.44047507643699646,0.2900000214576721,Rothia mucilaginosa
80,85169,2679680,79,53.16455696202531,1.9448408871035543,5.155203342437744,20.553745928338763,631,0.5831378698348999,0.5699999928474426,Clostridiales bacterium
81,1312,2372609,96,59.375,1.9631836605581934,5.154367923736572,41.20521172638436,1265,0.5545533895492554,0.5199999809265137,No blast hit
82,59136,2590559,61,49.18032786885246,1.9646924699852761,5.134318828582764,32.83387622149837,1008,0.576061487197876,0.47999998927116394,Cardiobacterium hominis
83,94266,2711232,61,67.21311475409836,1.8908286725409411,5.104284286499023,31.530944625407166,968,0.5170144438743591,0.44999998807907104,No blast hit
84,55208,2576579,70,45.714285714285715,1.9460831814792088,5.091736316680908,32.11726384364821,986,0.8272008299827576,1.0,Streptococcus parasanguinis
85,82952,2671710,61,45.90163934426229,1.9902277600210603,5.076180934906006,14.82084690553746,455,0.7434945106506348,0.9700000286102295,Silene latifolia
86,94419,2711679,67,56.71641791044776,1.9733546838032243,5.058620929718018,26.416938110749186,811,0.6351417899131775,0.7300000190734863,Clostridium botulinum
87,65860,2613804,61,80.32786885245902,1.7092781871188198,5.047118663787842,22.736156351791532,698,0.5061604976654053,0.38999998569488525,No blast hit
88,96007,2716068,74,45.94594594594595,1.912563229947126,5.038991451263428,30.912052117263844,949,0.5381664633750916,0.4300000071525574,No blast hit
89,41490,2530778,66,48.484848484848484,1.6000490199812691,5.037821292877197,19.218241042345277,590,0.6480169892311096,0.8100000023841858,No blast hit
90,51145,2563461,61,68.85245901639344,1.8942465552913719,5.031102180480957,28.469055374592834,874,0.5722082257270813,0.5799999833106995,No blast hit
91,78980,2655503,191,71.20418848167539,1.8322249443140315,5.010806560516357,37.068403908794785,1138,0.4214235246181488,0.4000000059604645,No blast hit
92,62765,2604082,61,55.73770491803278,1.966880311143805,5.007289886474609,48.501628664495115,1489,0.7011417150497437,0.9700000286102295,Candidatus Saccharibacteria
93,15887,2433232,73,64.38356164383562,1.9043900688745723,4.994514465332031,29.41368078175896,903,0.6552159786224365,0.7699999809265137,Fusobacterium nucleatum
94,63664,2606110,86,47.674418604651166,1.8879002482686211,4.993828773498535,29.446254071661237,904,0.505553126335144,0.4300000071525574,[Eubacterium] brachy
95,6916,2392481,63,58.730158730158735,1.9525763271541046,4.9888081550598145,31.400651465798045,964,0.5591390132904053,0.5799999833106995,No blast hit
96,49132,2556722,63,50.79365079365079,1.9775861861497872,4.982115268707275,16.872964169381106,518,0.6320464015007019,0.925000011920929,Mycolicibacterium smegmatis
97,78153,2654653,66,54.54545454545454,1.8847663275979039,4.977844715118408,26.221498371335503,805,0.49081987142562866,0.41999998688697815,No blast hit
98,100084,2729624,61,37.704918032786885,1.9057026102692773,4.955894947052002,27.36156351791531,840,0.7751547694206238,1.0,Homo sapiens
99,76270,2648771,61,60.65573770491803,1.956185205486114,4.954018592834473,25.60260586319218,786,0.4818447530269623,0.38999998569488525,No blast hit
100,17428,2439597,61,62.295081967213115,1.9463023955248935,4.942972183227539,28.990228013029316,890,0.6952809691429138,0.8700000047683716,Achromobacter xylosoxidans
